Economie,Jaar,CO2,N2O,CH4,Broeikasgas-equivalent,NOx,SO2,NH3,Zuur-equivalent,CFK12-equivalent,CO,NMVOS,PM10
Grafische industrie,2018,80,0.0,0.0,81,0.1,0.0,0.0,0.0,0.0,0.4,0.2,0.0
Grafische industrie,2019,65,0.0,0.0,66,0.1,0.0,0.0,0.0,0.0,0.4,0.2,0.0
Aardolie-industrie,1990,11023,0.0,1.1,11065,19.0,67.2,0.0,2.5,0.0,5.3,15.9,6.5
Aardolie-industrie,1991,11081,0.0,1.1,11117,19.6,59.1,0.0,2.3,0.0,4.9,15.2,6.1
Aardolie-industrie,1992,10432,0.0,1.1,10466,17.5,59.5,0.0,2.2,0.0,4.4,14.5,5.8
Aardolie-industrie,1993,11507,0.0,1.3,11552,17.3,63.3,0.0,2.4,0.0,3.9,13.8,5.5
Aardolie-industrie,1994,11338,0.0,1.2,11381,16.8,58.9,0.0,2.2,0.0,3.5,13.1,5.1
Aardolie-industrie,1995,11615,0.1,1.0,11655,17.3,61.2,0.0,2.3,0.0,3.0,12.4,4.8
Aardolie-industrie,1996,11821,0.1,1.0,11863,16.7,55.1,0.0,2.1,0.0,3.2,13.9,5.3
Aardolie-industrie,1997,11950,0.0,1.0,11991,15.8,52.6,0.0,2.0,0.0,3.3,12.7,4.9
Aardolie-industrie,1998,12367,0.0,1.0,12405,12.6,49.6,0.0,1.8,0.0,2.9,9.8,3.4
Aardolie-industrie,1999,11835,0.0,0.9,11871,11.8,46.3,0.0,1.7,0.0,3.5,10.7,3.4
Aardolie-industrie,2000,12383,0.0,0.9,12417,10.5,33.2,0.0,1.3,0.0,3.7,15.0,3.4
Aardolie-industrie,2001,12733,0.0,0.9,12766,10.4,34.8,0.0,1.3,0.0,3.0,8.9,2.9
Aardolie-industrie,2002,11725,0.0,0.9,11757,10.1,30.4,0.0,1.2,0.0,5.6,8.2,2.4
Aardolie-industrie,2003,12311,0.0,0.9,12345,10.0,29.5,0.0,1.1,0.0,6.8,8.3,2.8
Aardolie-industrie,2004,12267,0.0,0.9,12302,9.5,32.3,0.0,1.2,0.0,6.8,8.1,2.0
Aardolie-industrie,2005,12377,0.0,0.9,12410,9.3,32.2,0.0,1.2,0.0,6.0,12.4,1.7
Aardolie-industrie,2006,11598,0.0,0.8,11630,10.3,32.4,0.0,1.2,0.0,6.7,9.9,1.7
Aardolie-industrie,2007,11611,0.0,1.0,11647,9.4,29.9,0.0,1.1,0.0,4.7,8.1,1.5
Aardolie-industrie,2008,11821,0.0,0.8,11854,8.7,25.7,0.0,1.0,0.0,5.8,7.7,1.4
Aardolie-industrie,2009,10801,0.0,1.3,10841,6.3,17.9,0.0,0.7,0.0,7.6,6.9,0.6
Aardolie-industrie,2010,10630,0.0,1.0,10664,5.7,12.7,0.0,0.5,0.0,6.6,7.2,0.3
Aardolie-industrie,2011,10833,0.0,1.5,10879,5.9,12.5,0.0,0.5,0.0,9.2,6.0,0.3
Aardolie-industrie,2012,10539,0.0,1.3,10581,5.4,13.9,0.0,0.6,0.0,8.1,6.4,0.2
Aardolie-industrie,2013,10317,0.0,0.9,10347,5.6,9.9,0.0,0.4,0.0,6.6,6.4,0.2
Aardolie-industrie,2014,10688,0.0,0.9,10719,5.3,9.7,0.0,0.4,0.0,6.8,5.7,0.2
Aardolie-industrie,2015,11073,0.0,0.9,11104,5.3,11.1,0.0,0.5,0.0,7.7,5.6,0.3
Aardolie-industrie,2016,10668,0.0,0.9,10700,5.0,11.2,0.0,0.5,0.0,7.0,5.2,0.2
Aardolie-industrie,2017,10068,0.0,0.9,10099,4.8,11.1,0.0,0.5,0.0,4.2,5.1,0.2
Aardolie-industrie,2018,10134,0.0,1.0,10169,5.2,9.8,0.0,0.4,0.0,4.5,4.7,0.2
Aardolie-industrie,2019,11031,0.0,1.1,11066,5.5,8.7,0.0,0.4,0.0,4.5,3.9,0.2
Chemie en farmaceutische industrie,1990,21870,23.8,12.3,34866,39.3,20.1,3.3,1.7,1576.7,25.0,34.6,4.5
Chemie en farmaceutische industrie,1991,23736,23.8,12.3,35796,37.4,13.6,3.5,1.4,1311.6,27.3,31.6,4.3
Chemie en farmaceutische industrie,1992,25316,24.0,12.4,38136,32.5,14.8,3.6,1.4,1046.5,29.6,28.6,4.1
Chemie en farmaceutische industrie,1993,19559,25.6,12.0,33327,29.5,12.6,3.1,1.2,781.4,31.9,25.6,3.8
Chemie en farmaceutische industrie,1994,19070,25.0,12.0,33922,30.3,12.8,3.4,1.3,516.3,34.2,22.7,3.6
Chemie en farmaceutische industrie,1995,17112,23.8,12.0,31797,28.5,11.3,3.1,1.2,251.2,36.4,19.9,3.6
Chemie en farmaceutische industrie,1996,17459,23.8,12.0,33850,28.4,11.3,2.8,1.1,191.6,42.6,19.6,1.7
Chemie en farmaceutische industrie,1997,17025,23.6,12.0,33991,24.5,10.6,2.5,1.0,132.0,41.4,17.4,1.8
Chemie en farmaceutische industrie,1998,17048,23.7,11.9,34604,20.1,6.4,2.4,0.8,70.6,37.5,16.0,2.3
Chemie en farmaceutische industrie,1999,16679,22.6,12.4,29516,17.9,4.0,2.0,0.6,50.0,39.7,15.2,1.9
Chemie en farmaceutische industrie,2000,16421,23.1,12.4,27155,15.6,3.1,1.8,0.5,40.0,28.1,13.7,1.6
Chemie en farmaceutische industrie,2001,15729,21.1,12.3,23312,14.4,4.2,1.8,0.5,25.9,29.3,12.2,1.2
Chemie en farmaceutische industrie,2002,16095,20.3,13.8,23259,14.5,4.1,1.5,0.5,10.6,26.2,11.2,1.6
Chemie en farmaceutische industrie,2003,16635,20.5,13.8,23721,15.6,3.6,1.6,0.5,0.0,23.2,10.8,1.3
Chemie en farmaceutische industrie,2004,16511,22.4,13.9,24074,15.7,4.3,2.1,0.6,0.0,25.6,10.9,1.4
Chemie en farmaceutische industrie,2005,16282,22.5,13.8,23633,15.0,3.9,1.5,0.5,0.0,21.6,8.6,1.3
Chemie en farmaceutische industrie,2006,16877,22.4,12.6,24264,14.3,4.0,1.3,0.5,0.0,20.3,8.7,1.3
Chemie en farmaceutische industrie,2007,17771,18.0,12.8,23799,13.3,4.1,1.1,0.5,0.0,35.8,9.2,1.1
Chemie en farmaceutische industrie,2008,17378,5.8,12.4,19716,13.5,3.4,1.1,0.5,0.0,29.0,8.8,0.9
Chemie en farmaceutische industrie,2009,16214,6.1,12.0,18640,11.9,2.3,0.9,0.4,0.0,12.8,6.9,1.4
Chemie en farmaceutische industrie,2010,18195,5.1,12.8,20650,12.5,2.1,0.7,0.4,0.0,12.5,6.9,1.4
Chemie en farmaceutische industrie,2011,17685,5.1,12.6,19785,12.2,2.4,1.0,0.4,0.0,14.4,7.5,1.3
Chemie en farmaceutische industrie,2012,18142,5.2,12.8,20225,11.6,2.1,0.8,0.4,0.0,16.5,9.4,1.4
Chemie en farmaceutische industrie,2013,17895,5.2,12.6,20031,10.1,1.6,0.6,0.3,0.0,13.1,7.4,1.5
Chemie en farmaceutische industrie,2014,17545,5.4,12.9,19551,9.6,1.8,0.6,0.3,0.0,11.7,7.2,1.3
Chemie en farmaceutische industrie,2015,17553,5.4,12.8,19637,9.1,1.6,0.6,0.3,0.0,13.2,6.2,1.2
Chemie en farmaceutische industrie,2016,18601,4.7,12.8,20512,9.6,1.5,0.8,0.3,0.0,12.9,5.7,1.3
Chemie en farmaceutische industrie,2017,19608,5.0,13.1,21563,9.2,1.7,0.7,0.3,0.0,14.8,5.8,1.5
Chemie en farmaceutische industrie,2018,19549,4.6,12.6,21472,9.1,1.7,0.9,0.3,0.0,11.7,5.8,1.3
Chemie en farmaceutische industrie,2019,18941,4.6,12.6,20998,8.9,1.5,0.9,0.3,0.0,11.7,5.6,1.0
Chemische industrie,1990,21630,23.8,12.2,34625,38.9,19.9,3.3,1.7,1574.3,24.9,33.0,4.4
Chemische industrie,1991,23506,23.8,12.3,35566,37.0,13.5,3.5,1.4,1309.6,27.2,30.2,4.2
Chemische industrie,1992,25086,24.0,12.4,37905,32.2,14.6,3.6,1.4,1044.9,29.5,27.3,4.0
Chemische industrie,1993,18933,25.6,12.0,32699,29.2,12.3,3.1,1.2,780.2,31.8,24.5,3.8
Chemische industrie,1994,18609,25.0,12.0,33460,29.9,12.4,3.4,1.2,515.5,34.0,21.6,3.6
Chemische industrie,1995,16685,23.8,11.9,31368,28.1,11.2,3.1,1.1,250.8,36.3,19.2,3.6
Chemische industrie,1996,17029,23.8,12.0,33419,28.1,11.2,2.8,1.1,191.3,42.4,19.0,1.7
Chemische industrie,1997,16628,23.6,11.9,33594,24.2,10.5,2.5,1.0,131.8,41.2,16.8,1.8
Chemische industrie,1998,16564,23.7,11.9,34119,19.9,6.3,2.3,0.8,70.5,37.2,15.5,2.3
Chemische industrie,1999,16278,22.6,12.4,29114,17.7,3.9,2.0,0.6,50.0,39.6,14.8,1.9
Chemische industrie,2000,16022,23.1,12.4,26756,15.3,3.0,1.8,0.5,40.0,27.8,13.1,1.6
Chemische industrie,2001,15313,21.1,12.3,22895,14.3,4.2,1.8,0.5,25.9,29.0,11.8,1.2
Chemische industrie,2002,15741,20.3,13.8,22904,14.3,4.1,1.5,0.5,10.6,26.1,10.7,1.6
Chemische industrie,2003,16313,20.5,13.8,23398,15.3,3.5,1.6,0.5,0.0,22.9,10.2,1.1
Chemische industrie,2004,16200,22.4,13.9,23762,15.5,4.3,2.1,0.6,0.0,25.4,10.4,1.4
Chemische industrie,2005,15965,22.5,13.7,23315,14.9,3.9,1.5,0.5,0.0,21.4,8.2,1.3
Chemische industrie,2006,16555,22.4,12.6,23941,14.1,4.0,1.3,0.5,0.0,20.1,8.3,1.3
Chemische industrie,2007,17474,18.0,12.7,23501,13.1,4.1,1.1,0.5,0.0,35.7,8.8,1.1
Chemische industrie,2008,17111,5.8,12.3,19448,13.3,3.4,1.1,0.5,0.0,28.9,8.4,0.9
Chemische industrie,2009,15981,6.1,12.0,18405,11.7,2.3,0.9,0.4,0.0,12.7,6.5,1.4
Chemische industrie,2010,17933,5.1,12.8,20387,12.3,2.1,0.7,0.4,0.0,12.4,6.6,1.4
Chemische industrie,2011,17457,5.1,12.6,19556,12.1,2.4,1.0,0.4,0.0,14.3,7.1,1.3
Chemische industrie,2012,17921,5.2,12.7,20003,11.4,2.1,0.8,0.4,0.0,16.5,9.2,1.4
Chemische industrie,2013,17685,5.2,12.6,19820,10.0,1.6,0.6,0.3,0.0,13.0,7.1,1.5
Chemische industrie,2014,17374,5.4,12.8,19378,9.5,1.8,0.6,0.3,0.0,11.6,6.8,1.3
Chemische industrie,2015,17383,5.4,12.7,19465,9.0,1.6,0.6,0.3,0.0,13.1,5.9,1.2
Chemische industrie,2016,18470,4.7,12.7,20380,9.5,1.5,0.8,0.3,0.0,12.8,5.4,1.3
Chemische industrie,2017,19475,5.0,13.1,21428,9.1,1.7,0.7,0.3,0.0,14.7,5.6,1.5
Chemische industrie,2018,19413,4.6,12.6,21335,9.0,1.7,0.9,0.3,0.0,11.7,5.5,1.3
Chemische industrie,2019,18808,4.6,12.5,20864,8.8,1.5,0.9,0.3,0.0,11.6,5.3,1.0
Farmaceutische industrie,1990,240,0.0,0.0,240,0.4,0.1,0.0,0.0,2.4,0.1,1.6,0.0
Farmaceutische industrie,1991,230,0.0,0.0,230,0.4,0.2,0.0,0.0,2.0,0.1,1.5,0.0
Farmaceutische industrie,1992,230,0.0,0.0,230,0.4,0.2,0.0,0.0,1.6,0.1,1.3,0.0
Farmaceutische industrie,1993,626,0.0,0.0,627,0.3,0.3,0.0,0.0,1.2,0.1,1.2,0.0
Farmaceutische industrie,1994,461,0.0,0.0,462,0.3,0.3,0.0,0.0,0.8,0.1,1.0,0.0
Farmaceutische industrie,1995,427,0.0,0.0,429,0.3,0.1,0.0,0.0,0.3,0.2,0.7,0.0
Farmaceutische industrie,1996,430,0.0,0.0,431,0.3,0.1,0.0,0.0,0.3,0.2,0.6,0.0
Farmaceutische industrie,1997,397,0.0,0.0,398,0.3,0.1,0.0,0.0,0.2,0.2,0.5,0.0
Farmaceutische industrie,1998,484,0.0,0.0,485,0.3,0.1,0.0,0.0,0.1,0.3,0.5,0.0
Farmaceutische industrie,1999,401,0.0,0.0,402,0.3,0.1,0.0,0.0,0.0,0.1,0.4,0.0
Farmaceutische industrie,2000,398,0.0,0.0,399,0.3,0.0,0.0,0.0,0.0,0.3,0.6,0.0
Farmaceutische industrie,2001,416,0.0,0.0,417,0.2,0.1,0.0,0.0,0.0,0.3,0.4,0.0
Farmaceutische industrie,2002,354,0.0,0.0,355,0.2,0.1,0.0,0.0,0.0,0.1,0.4,0.0
Farmaceutische industrie,2003,322,0.0,0.0,323,0.3,0.1,0.0,0.0,0.0,0.3,0.6,0.2
Farmaceutische industrie,2004,311,0.0,0.0,312,0.2,0.0,0.0,0.0,0.0,0.2,0.5,0.0
Farmaceutische industrie,2005,317,0.0,0.0,318,0.1,0.0,0.0,0.0,0.0,0.2,0.4,0.0
Farmaceutische industrie,2006,322,0.0,0.0,323,0.2,0.0,0.0,0.0,0.0,0.2,0.4,0.0
Farmaceutische industrie,2007,298,0.0,0.0,299,0.2,0.0,0.0,0.0,0.0,0.1,0.4,0.0
Farmaceutische industrie,2008,267,0.0,0.0,268,0.2,0.0,0.0,0.0,0.0,0.1,0.4,0.0
Farmaceutische industrie,2009,233,0.0,0.0,234,0.1,0.0,0.0,0.0,0.0,0.1,0.4,0.0
Farmaceutische industrie,2010,262,0.0,0.0,263,0.2,0.0,0.0,0.0,0.0,0.1,0.3,0.0
Farmaceutische industrie,2011,227,0.0,0.0,228,0.1,0.0,0.0,0.0,0.0,0.1,0.4,0.0
Farmaceutische industrie,2012,221,0.0,0.0,223,0.2,0.0,0.0,0.0,0.0,0.1,0.2,0.0
Farmaceutische industrie,2013,209,0.0,0.0,211,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.0
Farmaceutische industrie,2014,171,0.0,0.0,173,0.1,0.0,0.0,0.0,0.0,0.1,0.4,0.0
Farmaceutische industrie,2015,170,0.0,0.1,172,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.0
Farmaceutische industrie,2016,131,0.0,0.0,133,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.0
Farmaceutische industrie,2017,133,0.0,0.0,135,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.0
Farmaceutische industrie,2018,136,0.0,0.0,137,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.0
Farmaceutische industrie,2019,133,0.0,0.0,134,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.0
Kunststof- en bouwmateriaalindustr,1990,3319,0.0,0.3,3330,17.2,10.1,0.6,0.7,854.9,8.0,9.5,3.3
Kunststof- en bouwmateriaalindustr,1991,3451,0.0,0.3,3462,14.3,7.1,0.6,0.6,683.9,11.0,8.7,3.1
Kunststof- en bouwmateriaalindustr,1992,3412,0.0,0.4,3423,15.6,7.6,0.6,0.6,512.9,14.0,8.0,3.0
Kunststof- en bouwmateriaalindustr,1993,3328,0.0,0.4,3340,12.5,5.9,0.7,0.5,342.0,16.9,7.2,2.9
Kunststof- en bouwmateriaalindustr,1994,3276,0.0,0.4,3289,11.0,5.4,0.6,0.4,171.0,19.8,6.4,2.7
Kunststof- en bouwmateriaalindustr,1995,2976,0.0,0.4,2989,9.3,4.9,0.6,0.4,0.0,22.4,5.8,2.6
Kunststof- en bouwmateriaalindustr,1996,2885,0.0,0.5,2901,9.5,4.4,0.5,0.4,0.0,19.8,5.4,2.0
Kunststof- en bouwmateriaalindustr,1997,2884,0.0,0.6,2900,10.1,3.7,0.5,0.4,0.0,20.6,4.8,1.1
Kunststof- en bouwmateriaalindustr,1998,2872,0.0,0.6,2890,8.2,3.1,0.2,0.3,0.0,22.2,5.1,0.7
Kunststof- en bouwmateriaalindustr,1999,2983,0.0,0.6,3001,6.6,3.1,0.4,0.3,0.0,23.0,3.5,1.0
Kunststof- en bouwmateriaalindustr,2000,2965,0.0,0.6,2984,6.2,2.7,0.5,0.2,0.3,22.2,3.2,1.4
Kunststof- en bouwmateriaalindustr,2001,2920,0.0,0.5,2935,8.0,3.2,0.5,0.3,0.0,22.0,2.7,1.7
Kunststof- en bouwmateriaalindustr,2002,2619,0.0,0.4,2631,7.3,3.3,0.5,0.3,0.0,18.5,2.9,2.2
Kunststof- en bouwmateriaalindustr,2003,2547,0.0,0.4,2560,6.6,1.2,0.5,0.2,0.0,7.0,2.7,1.2
Kunststof- en bouwmateriaalindustr,2004,2582,0.0,0.4,2593,6.5,2.6,0.4,0.2,0.0,5.7,2.7,1.4
Kunststof- en bouwmateriaalindustr,2005,2551,0.0,0.4,2563,6.7,2.5,0.4,0.2,0.0,5.9,3.0,1.3
Kunststof- en bouwmateriaalindustr,2006,2532,0.0,0.4,2544,6.5,3.3,0.4,0.3,0.0,5.8,3.0,1.4
Kunststof- en bouwmateriaalindustr,2007,2599,0.0,0.4,2611,6.4,3.1,0.4,0.3,0.0,4.4,3.0,1.4
Kunststof- en bouwmateriaalindustr,2008,2564,0.0,0.4,2576,6.7,3.1,0.5,0.3,0.0,4.9,2.6,1.3
Kunststof- en bouwmateriaalindustr,2009,2366,0.0,0.3,2377,6.4,2.9,0.5,0.3,0.0,8.4,2.4,1.3
Kunststof- en bouwmateriaalindustr,2010,2368,0.0,0.3,2379,5.9,3.1,0.4,0.2,0.0,8.1,2.6,1.3
Kunststof- en bouwmateriaalindustr,2011,2189,0.0,0.3,2199,5.8,3.1,0.4,0.2,0.0,7.9,2.4,1.3
Kunststof- en bouwmateriaalindustr,2012,2014,0.0,0.3,2025,5.1,2.9,0.4,0.2,0.0,6.6,2.0,1.2
Kunststof- en bouwmateriaalindustr,2013,1854,0.0,0.3,1864,4.6,2.6,0.3,0.2,0.0,6.1,2.0,1.3
Kunststof- en bouwmateriaalindustr,2014,1885,0.0,0.3,1895,4.6,2.7,0.3,0.2,0.0,6.1,2.1,1.3
Kunststof- en bouwmateriaalindustr,2015,1972,0.0,0.2,1980,4.4,2.6,0.3,0.2,0.0,6.4,2.1,1.3
Kunststof- en bouwmateriaalindustr,2016,2006,0.0,0.2,2014,4.5,2.6,0.3,0.2,0.0,6.6,2.2,1.2
Kunststof- en bouwmateriaalindustr,2017,2092,0.0,0.2,2101,4.2,2.4,0.3,0.2,0.0,6.6,2.2,1.2
Kunststof- en bouwmateriaalindustr,2018,2075,0.0,0.2,2084,4.1,2.4,0.4,0.2,0.0,6.9,0.6,1.2
Kunststof- en bouwmateriaalindustr,2019,1728,0.0,0.2,1737,3.3,2.5,0.4,0.2,0.0,6.9,0.6,1.2
Rubber- en kunststofproductindustrie,1990,271,0.0,0.0,272,0.5,0.0,0.0,0.0,854.9,1.0,7.9,0.1
Rubber- en kunststofproductindustrie,1991,253,0.0,0.0,253,0.5,0.1,0.0,0.0,683.9,1.1,7.3,0.1
Rubber- en kunststofproductindustrie,1992,243,0.0,0.0,244,0.5,0.1,0.0,0.0,512.9,1.3,6.7,0.1
Rubber- en kunststofproductindustrie,1993,281,0.0,0.0,282,0.7,0.1,0.0,0.0,342.0,1.5,6.1,0.1
Rubber- en kunststofproductindustrie,1994,255,0.0,0.0,256,0.8,0.1,0.0,0.0,171.0,1.6,5.5,0.1
Rubber- en kunststofproductindustrie,1995,285,0.0,0.0,286,0.7,0.1,0.0,0.0,0.0,1.5,4.9,0.1
Rubber- en kunststofproductindustrie,1996,292,0.0,0.0,293,0.8,0.0,0.0,0.0,0.0,1.4,4.6,0.0
Rubber- en kunststofproductindustrie,1997,253,0.0,0.0,254,0.5,0.0,0.0,0.0,0.0,1.4,4.1,0.0
Rubber- en kunststofproductindustrie,1998,264,0.0,0.0,265,0.5,0.0,0.0,0.0,0.0,1.7,4.4,0.0
Rubber- en kunststofproductindustrie,1999,260,0.0,0.0,261,0.6,0.0,0.0,0.0,0.0,1.4,2.8,0.0
Rubber- en kunststofproductindustrie,2000,271,0.0,0.0,272,0.6,0.0,0.0,0.0,0.0,1.5,2.6,0.1
Rubber- en kunststofproductindustrie,2001,271,0.0,0.0,272,0.6,0.0,0.0,0.0,0.0,1.5,2.1,0.1
Rubber- en kunststofproductindustrie,2002,253,0.0,0.0,254,0.5,0.0,0.0,0.0,0.0,1.5,2.1,0.1
Rubber- en kunststofproductindustrie,2003,251,0.0,0.0,252,0.5,0.0,0.0,0.0,0.0,1.5,2.3,0.1
Rubber- en kunststofproductindustrie,2004,257,0.0,0.0,258,0.5,0.0,0.0,0.0,0.0,1.4,2.3,0.1
Rubber- en kunststofproductindustrie,2005,260,0.0,0.0,262,0.4,0.0,0.0,0.0,0.0,1.4,2.6,0.1
Rubber- en kunststofproductindustrie,2006,278,0.0,0.0,280,0.9,0.0,0.0,0.0,0.0,1.6,2.6,0.1
Rubber- en kunststofproductindustrie,2007,252,0.0,0.0,253,0.4,0.0,0.0,0.0,0.0,0.9,2.6,0.1
Rubber- en kunststofproductindustrie,2008,262,0.0,0.0,263,0.4,0.0,0.0,0.0,0.0,1.1,2.2,0.1
Rubber- en kunststofproductindustrie,2009,241,0.0,0.0,243,0.4,0.0,0.0,0.0,0.0,1.3,1.8,0.0
Rubber- en kunststofproductindustrie,2010,269,0.0,0.0,270,0.4,0.0,0.0,0.0,0.0,1.4,2.0,0.0
Rubber- en kunststofproductindustrie,2011,247,0.0,0.0,249,0.4,0.0,0.0,0.0,0.0,1.2,1.7,0.0
Rubber- en kunststofproductindustrie,2012,243,0.0,0.0,245,0.3,0.0,0.0,0.0,0.0,1.2,1.7,0.0
Rubber- en kunststofproductindustrie,2013,263,0.0,0.0,264,0.3,0.0,0.0,0.0,0.0,1.3,1.7,0.0
Rubber- en kunststofproductindustrie,2014,254,0.0,0.0,256,0.3,0.0,0.0,0.0,0.0,1.4,1.8,0.0
Rubber- en kunststofproductindustrie,2015,296,0.0,0.0,298,0.3,0.0,0.0,0.0,0.0,1.3,1.8,0.0
Rubber- en kunststofproductindustrie,2016,288,0.0,0.0,290,0.3,0.0,0.0,0.0,0.0,1.4,1.9,0.0
Rubber- en kunststofproductindustrie,2017,323,0.0,0.0,325,0.4,0.0,0.0,0.0,0.0,1.4,2.0,0.0
Rubber- en kunststofproductindustrie,2018,318,0.0,0.0,320,0.4,0.0,0.0,0.0,0.0,1.3,0.4,0.0
Rubber- en kunststofproductindustrie,2019,297,0.0,0.0,299,0.4,0.0,0.0,0.0,0.0,1.3,0.4,0.0
Bouwmaterialenindustrie,1990,3048,0.0,0.3,3058,16.7,10.0,0.6,0.7,0.0,7.0,1.6,3.2
Bouwmaterialenindustrie,1991,3198,0.0,0.3,3209,13.9,7.1,0.6,0.6,0.0,9.9,1.4,3.0
Bouwmaterialenindustrie,1992,3169,0.0,0.3,3180,15.1,7.5,0.6,0.6,0.0,12.7,1.3,2.9
Bouwmaterialenindustrie,1993,3047,0.0,0.3,3058,11.8,5.9,0.7,0.5,0.0,15.5,1.1,2.8
Bouwmaterialenindustrie,1994,3021,0.0,0.4,3033,10.2,5.4,0.6,0.4,0.0,18.2,1.0,2.6
Bouwmaterialenindustrie,1995,2691,0.0,0.4,2703,8.5,4.8,0.6,0.4,0.0,20.8,0.9,2.5
Bouwmaterialenindustrie,1996,2593,0.0,0.5,2608,8.7,4.3,0.5,0.4,0.0,18.4,0.8,2.0
Bouwmaterialenindustrie,1997,2630,0.0,0.5,2646,9.6,3.6,0.5,0.3,0.0,19.1,0.8,1.0
Bouwmaterialenindustrie,1998,2608,0.0,0.6,2625,7.6,3.1,0.2,0.3,0.0,20.5,0.7,0.7
Bouwmaterialenindustrie,1999,2723,0.0,0.6,2741,5.9,3.1,0.4,0.2,0.0,21.6,0.7,1.0
Bouwmaterialenindustrie,2000,2695,0.0,0.6,2712,5.6,2.7,0.5,0.2,0.3,20.7,0.6,1.3
Bouwmaterialenindustrie,2001,2649,0.0,0.5,2663,7.4,3.2,0.5,0.3,0.0,20.6,0.6,1.6
Bouwmaterialenindustrie,2002,2366,0.0,0.4,2377,6.7,3.3,0.5,0.3,0.0,16.9,0.8,2.1
Bouwmaterialenindustrie,2003,2296,0.0,0.4,2308,6.1,1.2,0.4,0.2,0.0,5.5,0.5,1.2
Bouwmaterialenindustrie,2004,2324,0.0,0.4,2335,6.0,2.6,0.4,0.2,0.0,4.4,0.5,1.3
Bouwmaterialenindustrie,2005,2291,0.0,0.4,2302,6.2,2.4,0.4,0.2,0.0,4.5,0.4,1.2
Bouwmaterialenindustrie,2006,2253,0.0,0.4,2264,5.6,3.2,0.4,0.2,0.0,4.2,0.4,1.3
Bouwmaterialenindustrie,2007,2347,0.0,0.4,2358,6.0,3.1,0.4,0.3,0.0,3.5,0.4,1.3
Bouwmaterialenindustrie,2008,2302,0.0,0.3,2313,6.2,3.1,0.5,0.3,0.0,3.8,0.4,1.3
Bouwmaterialenindustrie,2009,2124,0.0,0.3,2134,6.0,2.9,0.5,0.3,0.0,7.1,0.6,1.2
Bouwmaterialenindustrie,2010,2099,0.0,0.3,2109,5.5,3.1,0.4,0.2,0.0,6.7,0.7,1.3
Bouwmaterialenindustrie,2011,1942,0.0,0.3,1951,5.5,3.1,0.4,0.2,0.0,6.6,0.7,1.2
Bouwmaterialenindustrie,2012,1772,0.0,0.3,1780,4.8,2.9,0.4,0.2,0.0,5.3,0.3,1.2
Bouwmaterialenindustrie,2013,1591,0.0,0.2,1599,4.3,2.6,0.3,0.2,0.0,4.8,0.2,1.2
Bouwmaterialenindustrie,2014,1631,0.0,0.3,1639,4.3,2.7,0.3,0.2,0.0,4.8,0.3,1.2
Bouwmaterialenindustrie,2015,1676,0.0,0.2,1682,4.1,2.6,0.3,0.2,0.0,5.0,0.2,1.2
Bouwmaterialenindustrie,2016,1718,0.0,0.2,1724,4.1,2.6,0.3,0.2,0.0,5.3,0.2,1.2
Bouwmaterialenindustrie,2017,1769,0.0,0.2,1775,3.9,2.4,0.3,0.2,0.0,5.3,0.2,1.2
Bouwmaterialenindustrie,2018,1757,0.0,0.2,1764,3.7,2.4,0.4,0.2,0.0,5.5,0.2,1.2
Bouwmaterialenindustrie,2019,1432,0.0,0.2,1438,2.9,2.5,0.4,0.2,0.0,5.6,0.2,1.2
"Basismetaal, metaalprod.-industrie",1990,8039,0.0,0.5,10696,10.7,17.1,0.3,0.8,578.9,232.5,47.9,12.5
"Basismetaal, metaalprod.-industrie",1991,8076,0.0,0.5,10291,10.5,15.2,0.2,0.7,463.1,216.9,44.5,11.4
"Basismetaal, metaalprod.-industrie",1992,7705,0.0,0.5,10250,11.1,12.3,0.2,0.6,347.3,201.3,41.1,10.3
"Basismetaal, metaalprod.-industrie",1993,8082,0.0,0.5,10853,10.9,11.9,0.2,0.6,231.5,185.6,37.7,9.2
"Basismetaal, metaalprod.-industrie",1994,9100,0.0,0.5,12457,10.7,12.5,0.1,0.6,115.8,169.8,34.3,8.1
"Basismetaal, metaalprod.-industrie",1995,8277,0.0,0.5,10529,11.7,12.0,0.0,0.6,0.0,154.2,31.1,7.1
"Basismetaal, metaalprod.-industrie",1996,8296,0.0,0.5,11065,11.6,10.7,0.0,0.6,0.0,138.2,25.2,5.5
"Basismetaal, metaalprod.-industrie",1997,8231,0.0,0.5,11193,10.8,10.0,0.1,0.6,0.0,116.4,21.4,4.5
"Basismetaal, metaalprod.-industrie",1998,7702,0.0,0.5,10838,9.8,8.0,0.1,0.5,0.0,120.2,19.6,4.9
"Basismetaal, metaalprod.-industrie",1999,7208,0.0,0.4,8999,9.1,7.0,0.1,0.4,0.0,101.7,19.8,4.2
"Basismetaal, metaalprod.-industrie",2000,6929,0.0,0.4,8589,8.5,7.0,0.0,0.4,0.0,111.2,14.4,3.6
